,Name,Year,Age,Team,League,Position,Games Played,Games Started,MinPerGame,FGPerGame,FGAPerGame,FG%PerGame,3pPerGame,3PAPerGame,3p%PerGame,2pPerGame,2pAPerGame,2p%PerGame,eFG%PerGame,FTPerGame,FTAPerGame,FT%PerGame,ORGPerGame,DRBPerGame,TotalRebPerGame,AstPerGame,StealPerGame,BlkPerGame,TOVPerGame,FoulsPerGame,PtsPerGame
2263,Yaroslav Korolev,2005-06,18,LAC,NBA,SF,24,0,5.3,0.4,1.3,.300,0.1,0.3,.286,0.3,1.0,.304,.333,0.3,0.4,.700,0.2,0.3,0.5,0.4,0.1,0.0,0.3,0.5,1.1
2264,Kyle Korver,2003-04,22,PHI,NBA,SF,74,0,11.9,1.6,4.4,.352,1.1,2.8,.391,0.5,1.6,.283,.476,0.3,0.3,.792,0.4,1.1,1.5,0.5,0.3,0.1,0.6,1.4,4.5
2269,Kosta Koufos,2008-09,19,UTA,NBA,C,48,7,11.8,2.0,3.9,.508,0.0,0.0,,2.0,3.9,.508,.508,0.8,1.1,.706,1.0,1.8,2.9,0.4,0.3,0.6,0.5,1.5,4.7
2272,Arvid Kramer,1979-80,23,DEN,NBA,C,8,,5.6,0.9,2.8,.318,0.0,0.0,,0.9,2.8,.318,.318,0.3,0.3,1.000,0.8,0.8,1.5,0.4,0.0,0.6,0.6,1.0,2.0
2274,Joel Kramer,1978-79,23,PHO,NBA,PF,82,,17.1,2.2,4.5,.489,,,,2.2,4.5,.489,.489,1.5,2.1,.710,1.6,2.5,4.1,1.1,0.5,0.3,1.2,2.7,5.9
2278,Viacheslav Kravtsov,2012-13,25,DET,NBA,C,25,0,9.0,1.3,1.8,.717,0.0,0.0,,1.3,1.8,.717,.717,0.4,1.5,.297,1.0,0.8,1.8,0.4,0.2,0.4,0.6,1.3,3.1
2280,Wayne Kreklow,1980-81,24,BOS,NBA,SG,25,0,4.0,0.4,1.9,.234,0.0,0.2,.250,0.4,1.7,.233,.245,0.3,0.4,.700,0.1,0.4,0.5,0.4,0.1,0.0,0.4,0.8,1.2
2283,Nenad Krstic,2004-05,21,NJN,NBA,PF,75,57,26.2,3.7,7.6,.493,0.0,0.0,.000,3.7,7.6,.495,.493,2.5,3.4,.725,2.1,3.2,5.3,1.0,0.4,0.8,1.5,3.7,10.0
2284,Larry Krystkowiak,1986-87,22,SAS,NBA,PF,68,2,14.8,2.5,5.5,.456,0.0,0.2,.083,2.5,5.3,.468,.457,1.6,2.2,.743,1.1,2.4,3.5,1.3,0.3,0.2,1.0,2.1,6.6
2287,Bruce Kuczenski,1983-84,22,TOT,NBA,PF,15,2,7.9,0.7,2.5,.270,0.0,0.0,,0.7,2.5,.270,.270,0.5,0.8,.667,0.5,1.1,1.5,0.5,0.1,0.1,1.0,1.2,1.9
2289,John Kuester,1977-78,22,KCK,NBA,PG,78,,15.6,1.9,4.1,.455,,,,1.9,4.1,.455,.455,1.1,1.3,.829,0.2,1.2,1.5,3.2,0.7,0.0,1.2,1.8,4.8
2291,Toni Kukoc,1993-94,25,CHI,NBA,SF,75,8,24.1,4.2,9.7,.431,0.4,1.6,.271,3.7,8.1,.462,.453,2.1,2.8,.743,1.3,2.7,4.0,3.4,1.1,0.4,2.2,1.6,10.9
2292,Kevin Kunnert,1973-74,22,TOT,NBA,C,64,,11.0,1.6,3.4,.488,,,,1.6,3.4,.488,.488,0.3,0.5,.636,1.3,2.1,3.4,0.7,0.2,0.8,,2.4,3.6
2294,Mitch Kupchak,1976-77,22,WSB,NBA,C,82,,18.5,4.2,7.3,.572,,,,4.2,7.3,.572,.572,2.1,3.0,.691,2.2,3.8,6.0,0.8,0.3,0.4,,2.5,10.4
2296,Rob Kurz,2008-09,23,GSW,NBA,SF,40,5,11.1,1.3,3.3,.389,0.4,1.0,.395,0.9,2.3,.387,.447,1.0,1.3,.800,0.8,1.2,2.0,0.5,0.4,0.5,0.4,2.0,3.9
2297,Ibo Kutluay,2004-05,30,SEA,NBA,SG,5,0,2.4,0.0,0.2,.000,0.0,0.0,,0.0,0.2,.000,.000,0.0,0.0,,0.0,0.2,0.2,0.0,0.0,0.0,0.4,0.2,0.0
2298,Kyle Kuzma,2017-18,22,LAL,NBA,PF,60,21,29.3,5.9,13.1,.448,2.0,5.4,.364,3.9,7.7,.505,.522,1.8,2.5,.702,1.2,4.7,5.9,1.8,0.6,0.5,1.7,2.0,15.4
2299,Ognjen Kuzmic,2013-14,23,GSW,NBA,C,21,0,4.4,0.2,0.6,.385,0.0,0.0,,0.2,0.6,.385,.385,0.2,0.5,.455,0.5,0.5,1.0,0.1,0.1,0.2,0.5,0.8,0.7
2300,Mindaugas Kuzminskas,2016-17,27,NYK,NBA,SF,68,5,14.9,2.3,5.4,.428,0.8,2.5,.321,1.5,3.0,.517,.501,0.8,1.0,.809,0.7,1.2,1.9,1.0,0.4,0.2,0.8,1.2,6.3
2301,Skal Labissiere,2016-17,20,SAC,NBA,PF,33,12,18.5,3.5,6.6,.537,0.1,0.2,.375,3.5,6.4,.543,.544,1.6,2.2,.703,1.5,3.4,4.9,0.8,0.5,0.4,1.1,1.9,8.8
2304,Sam Lacey,1970-71,22,CIN,NBA,C,81,,32.7,5.8,13.8,.418,,,,5.8,13.8,.418,.418,1.9,2.8,.687,,,11.3,1.4,,,,3.3,13.5
2305,Bob Lackey,1972-73,23,NYA,ABA,SG,68,,17.4,2.3,5.2,.431,0.0,0.1,.400,2.2,5.1,.431,.434,1.5,2.5,.593,0.9,1.5,2.4,2.0,,,1.8,2.5,6.0
2307,Wendell Ladner,1970-71,22,MMP,ABA,SF,77,,32.5,7.4,17.0,.437,0.1,0.4,.276,7.3,16.6,.441,.440,2.0,2.8,.703,4.4,7.0,11.4,2.1,,,2.2,4.3,17.0
2308,Christian Laettner,1992-93,23,MIN,NBA,PF,81,81,34.9,6.2,13.1,.474,0.0,0.5,.100,6.2,12.6,.489,.476,5.7,6.8,.835,2.1,6.6,8.7,2.8,1.3,1.0,3.4,3.6,18.2
2309,Oliver Lafayette,2009-10,25,BOS,NBA,SG,1,0,22.0,3.0,6.0,.500,1.0,2.0,.500,2.0,4.0,.500,.583,0.0,0.0,,1.0,3.0,4.0,2.0,0.0,0.0,1.0,0.0,7.0
2310,Raef LaFrentz,1998-99,22,DEN,NBA,C,12,12,32.3,4.9,10.8,.457,1.0,2.6,.387,3.9,8.2,.480,.504,3.0,4.0,.750,2.8,4.8,7.6,0.7,0.8,1.4,0.8,3.2,13.8
2311,Tom LaGarde,1977-78,22,DEN,NBA,C,77,,11.3,1.2,3.1,.405,,,,1.2,3.1,.405,.405,1.5,1.9,.760,1.0,1.8,2.8,0.6,0.2,0.2,1.3,1.9,4.0
2312,Bill Laimbeer,1980-81,23,CLE,NBA,C,81,,30.4,4.2,8.3,.503,0.0,0.0,,4.2,8.3,.503,.503,1.4,1.9,.765,3.3,5.3,8.6,2.7,0.7,1.0,1.6,4.1,9.8
2314,Bo Lamar,1973-74,22,SDA,ABA,SG,84,,33.6,8.2,20.5,.397,0.8,2.9,.279,7.3,17.6,.417,.417,3.2,4.2,.777,1.3,2.2,3.5,3.4,1.5,0.2,2.2,1.8,20.4
2315,Doron Lamb,2012-13,21,TOT,NBA,SG,47,0,12.3,1.3,3.5,.368,0.3,0.8,.378,1.0,2.7,.365,.411,0.4,0.7,.588,0.2,0.8,1.0,0.7,0.3,0.0,0.6,1.1,3.3
2316,Jeremy Lamb,2012-13,20,OKC,NBA,SF,23,0,6.4,1.0,3.0,.353,0.4,1.3,.300,0.7,1.7,.395,.419,0.6,0.6,1.000,0.2,0.6,0.8,0.2,0.1,0.1,0.3,0.6,3.1
2317,John Lambert,1975-76,23,CLE,NBA,PF,54,,6.2,0.9,2.0,.445,,,,0.9,2.0,.445,.445,0.5,0.7,.676,0.7,1.2,1.9,0.3,0.1,0.2,,1.0,2.3
2318,Jeff Lamp,1981-82,22,POR,NBA,SF,54,0,11.4,1.9,3.6,.510,0.0,0.0,.000,1.9,3.6,.513,.510,0.9,1.1,.820,0.4,0.7,1.2,0.5,0.3,0.0,0.8,1.5,4.6
2319,Maciej Lampe,2003-04,18,PHO,NBA,C,21,0,10.7,2.0,4.2,.489,0.0,0.2,.000,2.0,4.0,.512,.489,0.5,0.6,.769,0.4,1.7,2.1,0.4,0.1,0.1,0.7,1.3,4.6
2320,Jim Lampley,1986-87,26,PHI,NBA,C,1,0,16.0,1.0,3.0,.333,0.0,0.0,,1.0,3.0,.333,.333,1.0,2.0,.500,1.0,4.0,5.0,0.0,1.0,0.0,1.0,0.0,3.0
2321,Sean Lampley,2002-03,23,MIA,NBA,SF,35,0,13.9,1.6,3.7,.434,0.0,0.1,.000,1.6,3.6,.448,.434,1.6,2.3,.695,0.7,1.6,2.4,0.9,0.2,0.1,0.7,1.2,4.8
2322,Carl Landry,2007-08,24,HOU,NBA,PF,42,0,16.9,3.2,5.2,.616,0.0,0.0,.000,3.2,5.2,.619,.616,1.7,2.6,.661,2.3,2.6,4.9,0.5,0.4,0.2,0.6,2.3,8.1
2323,Marcus Landry,2009-10,24,TOT,NBA,SF,18,0,6.2,0.9,2.4,.372,0.5,1.6,.321,0.4,0.8,.467,.477,0.2,0.3,.600,0.3,0.8,1.1,0.0,0.1,0.1,0.3,0.8,2.4
2324,Mark Landsberger,1977-78,22,CHI,NBA,PF,62,,14.9,2.0,4.0,.506,,,,2.0,4.0,.506,.506,1.5,2.5,.580,1.8,3.1,4.9,0.7,0.3,0.1,1.1,1.3,5.6
2325,Jerome Lane,1988-89,22,DEN,NBA,PF,54,1,10.2,2.0,4.7,.426,0.0,0.1,.000,2.0,4.6,.438,.426,0.8,2.1,.384,1.6,2.1,3.7,1.1,0.4,0.1,0.9,1.9,4.8
2326,Andrew Lang,1988-89,22,PHO,NBA,C,62,25,8.5,1.0,1.9,.513,0.0,0.0,,1.0,1.9,.513,.513,0.6,1.0,.650,0.9,1.5,2.4,0.1,0.3,0.8,0.5,1.8,2.6
2327,Antonio Lang,1994-95,22,PHO,NBA,SF,12,0,4.4,0.3,0.8,.400,0.0,0.0,,0.3,0.8,.400,.400,0.3,0.3,.750,0.3,0.1,0.3,0.1,0.0,0.2,0.4,0.9,0.9
2328,James Lang,2006-07,23,WAS,NBA,C,11,0,5.0,0.4,0.8,.444,0.0,0.0,,0.4,0.8,.444,.444,0.3,0.5,.600,0.5,0.5,1.0,0.2,0.0,0.3,0.2,1.3,1.0
2329,Trajan Langdon,1999-00,23,CLE,NBA,SG,10,0,14.5,1.5,4.0,.375,0.8,1.9,.421,0.7,2.1,.333,.475,1.1,1.1,1.000,0.4,1.1,1.5,1.1,0.5,0.0,0.6,1.6,4.9
2330,Keith Langford,2007-08,24,SAS,NBA,SG,2,0,5.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.5,1.0
2331,Dan Langhi,2000-01,23,HOU,NBA,SF,33,0,7.3,1.1,3.0,.374,0.0,0.0,.000,1.1,3.0,.378,.374,0.5,0.9,.552,0.4,0.8,1.2,0.1,0.2,0.0,0.2,0.5,2.7
2332,Bob Lanier,1970-71,22,DET,NBA,C,82,,24.6,6.1,13.5,.455,,,,6.1,13.5,.455,.455,3.3,4.6,.726,,,8.1,1.8,,,,3.3,15.6
2334,Nicolas Laprovittola,2016-17,27,SAS,NBA,PG,18,3,9.7,1.1,2.6,.426,0.6,1.5,.370,0.6,1.1,.500,.532,0.5,0.5,1.000,0.1,0.5,0.6,1.6,0.2,0.1,1.1,1.1,3.3
2336,Shane Larkin,2013-14,21,DAL,NBA,PG,48,0,10.2,1.1,2.9,.380,0.3,0.8,.316,0.8,2.1,.404,.423,0.3,0.5,.640,0.2,0.6,0.9,1.5,0.5,0.0,0.8,1.0,2.8
2337,Rusty LaRue,1997-98,24,CHI,NBA,PG,14,0,10.0,1.4,3.5,.408,0.3,1.1,.250,1.1,2.4,.485,.449,0.4,0.6,.625,0.1,0.5,0.6,0.4,0.2,0.1,0.4,0.9,3.5
2340,Stephane Lasme,2007-08,25,TOT,NBA,PF-SF,16,4,18.9,2.0,4.4,.451,0.0,0.0,,2.0,4.4,.451,.451,1.2,2.0,.594,1.6,1.7,3.3,0.2,0.8,1.4,0.9,2.2,5.2
2341,Dave Lattin,1967-68,24,SFW,NBA,PF,44,,5.8,0.8,2.3,.363,,,,0.8,2.3,.363,.363,0.5,0.8,.697,,,2.4,0.3,,,,2.1,2.2
2342,Priest Lauderdale,1996-97,23,ATL,NBA,C,35,0,5.1,1.4,2.5,.551,0.0,0.0,.000,1.4,2.5,.557,.551,0.4,0.7,.565,0.5,0.8,1.2,0.3,0.0,0.3,1.1,1.1,3.2
2346,Joffrey Lauvergne,2014-15,23,DEN,NBA,C,24,1,11.2,1.5,3.7,.404,0.1,0.7,.188,1.4,3.0,.452,.421,0.8,1.2,.643,1.1,2.1,3.2,0.5,0.3,0.4,0.9,1.8,3.9
2348,Zach LaVine,2014-15,19,MIN,NBA,PG,77,40,24.7,3.7,8.8,.422,0.7,2.2,.341,3.0,6.6,.449,.465,1.9,2.3,.842,0.4,2.4,2.8,3.6,0.7,0.1,2.5,2.1,10.1
2350,Acie Law,2007-08,23,ATL,NBA,PG,56,6,15.4,1.7,4.2,.401,0.1,0.6,.206,1.6,3.6,.433,.416,0.7,0.9,.792,0.2,0.8,1.0,2.0,0.5,0.0,1.0,1.3,4.2
2351,Gani Lawal,2010-11,22,PHO,NBA,PF,1,0,2.0,0.0,0.0,,0.0,0.0,,0.0,0.0,,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
2352,Edmund Lawrence,1980-81,28,DET,NBA,C,3,,6.3,1.7,2.7,.625,0.0,0.0,,1.7,2.7,.625,.625,0.7,1.3,.500,0.7,0.7,1.3,0.3,0.3,0.0,0.3,2.0,4.0
2353,Jason Lawson,1997-98,23,ORL,NBA,C,17,0,4.7,0.5,0.9,.600,0.0,0.0,,0.5,0.9,.600,.600,0.5,0.6,.800,0.5,1.1,1.6,0.3,0.2,0.2,0.1,0.8,1.5
2354,Ty Lawson,2009-10,22,DEN,NBA,PG,65,8,20.3,3.1,6.0,.515,0.5,1.3,.410,2.6,4.7,.544,.559,1.6,2.2,.757,0.6,1.3,1.9,3.1,0.7,0.0,1.3,1.4,8.3
2355,Jake Layman,2016-17,22,POR,NBA,SF,35,1,7.1,0.7,2.5,.292,0.4,1.5,.255,0.4,1.1,.342,.365,0.4,0.5,.765,0.2,0.5,0.7,0.3,0.3,0.1,0.3,0.6,2.2
2356,Mo Layton,1971-72,23,PHO,NBA,PG,80,,23.1,3.8,9.0,.424,,,,3.8,9.0,.424,.424,1.5,2.1,.739,,,2.1,3.1,,,,2.7,9.1
2357,T.J. Leaf,2017-18,20,IND,NBA,PF,43,0,9.3,1.3,2.7,.470,0.4,0.8,.472,0.9,1.8,.468,.543,0.2,0.3,.667,0.6,1.0,1.6,0.2,0.1,0.1,0.2,1.0,3.1
2358,Manny Leaks,1968-69,23,TOT,ABA,C,78,,26.8,3.8,9.7,.396,0.0,0.0,.000,3.8,9.7,.396,.396,2.1,2.9,.699,4.1,5.7,9.8,1.2,,,1.2,3.2,9.7
2360,Allen Leavell,1979-80,22,HOU,NBA,PG,77,,27.6,4.3,8.5,.503,0.0,0.2,.158,4.2,8.3,.513,.505,2.3,2.9,.814,0.7,1.6,2.4,5.4,1.6,0.4,2.7,2.6,10.9
2361,Jeff Lebo,1989-90,23,SAS,NBA,SG,4,0,8.0,0.5,1.8,.286,0.0,0.0,,0.5,1.8,.286,.286,0.5,0.5,1.000,0.5,0.5,1.0,0.8,0.5,0.0,0.3,1.8,1.5
2362,Eric Leckner,1988-89,22,UTA,NBA,C,75,0,10.4,1.6,2.9,.545,0.0,0.0,,1.6,2.9,.545,.545,1.1,1.5,.699,0.6,2.0,2.7,0.2,0.1,0.3,0.9,2.3,4.3
2363,Ricky Ledo,2013-14,21,DAL,NBA,SG,11,0,3.0,0.5,1.5,.353,0.3,0.7,.375,0.3,0.8,.333,.441,0.4,0.4,1.000,0.0,0.2,0.2,0.2,0.1,0.0,0.2,0.2,1.7
2364,Butch Lee,1978-79,22,TOT,NBA,PG,82,,21.7,3.5,7.7,.457,,,,3.5,7.7,.457,.457,2.1,2.8,.761,0.4,1.1,1.5,3.6,1.0,0.0,1.9,1.8,9.2
2366,Courtney Lee,2008-09,23,ORL,NBA,SG,77,42,25.2,3.2,7.0,.450,1.1,2.6,.404,2.1,4.4,.478,.526,1.0,1.2,.830,0.2,2.1,2.3,1.2,1.0,0.2,0.9,2.0,8.4
2368,David Lee,2005-06,22,NYK,NBA,SF,67,14,16.9,2.0,3.4,.596,0.0,0.0,,2.0,3.4,.596,.596,1.1,1.8,.577,1.6,2.9,4.5,0.6,0.4,0.3,0.8,1.9,5.1
2370,Doug Lee,1991-92,27,NJN,NBA,SG,46,0,6.7,1.1,2.5,.431,0.2,0.8,.270,0.9,1.7,.506,.474,0.2,0.4,.526,0.4,0.4,0.8,0.5,0.2,0.0,0.3,0.8,2.6
2372,Greg Lee,1974-75,23,SDA,ABA,PG,5,,12.6,1.6,3.0,.533,0.0,0.0,,1.6,3.0,.533,.533,0.4,0.4,1.000,0.2,0.4,0.6,2.6,0.8,0.0,1.2,1.2,3.6
2373,Keith Lee,1985-86,23,CLE,NBA,PF,58,38,20.6,3.1,6.6,.466,0.0,0.2,.222,3.0,6.4,.472,.468,1.3,1.7,.781,2.0,4.1,6.1,1.2,0.5,0.6,1.3,3.5,7.4
2374,Kurk Lee,1990-91,23,NJN,NBA,PG,48,0,5.5,0.4,1.5,.268,0.1,0.3,.200,0.3,1.2,.286,.289,0.5,0.6,.893,0.1,0.5,0.6,0.7,0.2,0.0,0.4,0.8,1.4
2375,Malcolm Lee,2011-12,21,MIN,NBA,SG,19,0,12.8,1.2,3.1,.390,0.1,0.5,.200,1.1,2.6,.429,.407,0.7,0.9,.824,0.5,0.9,1.4,1.6,0.4,0.2,0.9,1.2,3.3
2376,Rock Lee,1981-82,26,SDC,NBA,C,2,0,5.0,0.5,1.0,.500,0.0,0.0,,0.5,1.0,.500,.500,0.0,2.0,.000,0.0,0.5,0.5,1.0,0.0,0.0,0.0,1.5,1.0
2377,Ron Lee,1976-77,24,PHO,NBA,PG,82,,22.5,4.2,9.6,.441,,,,4.2,9.6,.441,.441,1.7,2.6,.676,1.2,2.4,3.6,3.2,1.9,0.4,,3.4,10.2
2381,Tim Legler,1989-90,23,PHO,NBA,SG,11,0,7.5,1.0,2.6,.379,0.0,0.1,.000,1.0,2.5,.393,.379,0.5,0.5,1.000,0.4,0.4,0.7,0.5,0.2,0.0,0.4,1.1,2.5
2382,George Lehmann,1967-68,25,STL,NBA,PG,55,,9.0,1.1,3.1,.343,,,,1.1,3.1,.343,.343,0.6,0.8,.814,,,0.8,1.7,,,,1.0,2.8
2383,"Walt Lemon, Jr.",2017-18,25,NOP,NBA,PG,3,0,4.7,0.7,2.0,.333,0.0,0.0,,0.7,2.0,.333,.333,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.3,0.7,1.3
2384,Alex Len,2013-14,20,PHO,NBA,C,42,3,8.6,0.8,1.9,.423,0.0,0.0,,0.8,1.9,.423,.423,0.5,0.7,.645,0.9,1.4,2.4,0.1,0.1,0.4,0.6,1.6,2.0
2385,Voshon Lenard,1995-96,22,MIA,NBA,SG,30,0,10.8,1.8,4.7,.376,1.2,3.4,.356,0.6,1.3,.425,.504,1.1,1.4,.791,0.4,1.3,1.7,1.0,0.2,0.0,0.8,1.0,5.9
2387,Gary Leonard,1989-90,22,MIN,NBA,C,22,0,5.8,0.6,1.4,.419,0.0,0.0,.000,0.6,1.4,.433,.419,0.3,0.6,.429,0.5,0.8,1.2,0.0,0.1,0.4,0.4,1.2,1.5
2388,Kawhi Leonard,2011-12,20,SAS,NBA,SF,64,39,24.0,3.1,6.3,.493,0.6,1.7,.376,2.5,4.6,.536,.543,1.1,1.4,.773,1.6,3.5,5.1,1.1,1.3,0.4,0.7,1.4,7.9
2389,Meyers Leonard,2012-13,20,POR,NBA,C,69,9,17.5,2.2,4.0,.545,0.0,0.1,.429,2.1,3.9,.548,.551,1.0,1.3,.809,1.2,2.5,3.7,0.5,0.2,0.6,0.7,2.4,5.5
2391,Jim Les,1988-89,25,UTA,NBA,PG,82,0,9.5,0.5,1.6,.301,0.0,0.2,.071,0.5,1.5,.328,.305,0.7,0.9,.781,0.3,0.8,1.1,2.6,0.3,0.1,1.1,1.1,1.7
2392,Travis Leslie,2011-12,21,LAC,NBA,SG,10,0,4.5,0.5,1.4,.357,0.0,0.0,,0.5,1.4,.357,.357,0.4,0.9,.444,0.6,0.3,0.9,0.5,0.2,0.2,0.2,0.4,1.4
2393,Ronnie Lester,1980-81,22,CHI,NBA,PG,8,,10.4,1.3,3.0,.417,0.0,0.0,,1.3,3.0,.417,.417,1.3,1.4,.909,0.4,0.4,0.8,0.9,0.3,0.0,1.1,0.6,3.8
2394,Clifford Lett,1989-90,24,CHI,NBA,PG,4,0,7.0,0.5,2.0,.250,0.0,0.0,,0.5,2.0,.250,.250,0.0,0.0,,0.0,0.0,0.0,0.3,0.0,0.0,0.5,2.0,1.0
2395,Jon Leuer,2011-12,22,MIL,NBA,PF,46,12,12.1,2.1,4.2,.508,0.1,0.2,.333,2.0,4.0,.516,.516,0.5,0.6,.750,1.0,1.6,2.6,0.5,0.3,0.4,0.4,1.5,4.7
2397,Fat Lever,1982-83,22,POR,NBA,PG,81,45,24.9,3.2,7.3,.431,0.1,0.2,.333,3.1,7.1,.434,.435,1.4,2.0,.730,1.0,1.7,2.8,5.3,1.9,0.2,1.7,2.2,7.8
2398,Caris LeVert,2016-17,22,BRK,NBA,SF,57,26,21.7,3.0,6.7,.450,1.0,3.2,.321,2.0,3.4,.571,.528,1.2,1.6,.720,0.4,2.9,3.3,1.9,0.9,0.1,1.0,1.6,8.2
2399,Cliff Levingston,1982-83,22,DET,NBA,PF,62,5,14.2,2.1,4.4,.485,0.0,0.0,.000,2.1,4.3,.487,.485,1.4,2.4,.571,1.7,2.1,3.7,0.8,0.4,0.6,1.2,2.0,5.6
2401,Cedric Lewis,1995-96,26,WSB,NBA,C,3,0,1.3,0.7,1.0,.667,0.0,0.0,,0.7,1.0,.667,.667,0.0,0.0,,0.7,0.0,0.7,0.0,0.3,0.0,0.0,0.0,1.3
2403,Freddie Lewis,1966-67,23,CIN,NBA,PG,32,,10.4,1.9,4.8,.392,,,,1.9,4.8,.392,.392,0.9,1.3,.707,,,1.4,1.3,,,,1.5,4.7
2405,Martin Lewis,1995-96,20,TOR,NBA,SF,16,0,11.8,1.8,3.8,.483,0.1,0.4,.286,1.7,3.3,.509,.500,0.9,1.6,.600,0.9,0.9,1.8,0.2,0.5,0.2,0.9,1.3,4.7
2406,Mike Lewis,1968-69,22,TOT,ABA,C,76,,21.3,3.3,7.4,.436,0.0,0.1,.000,3.3,7.4,.440,.436,2.0,3.1,.651,3.6,4.8,8.3,1.4,,,1.8,3.2,8.5
2407,Quincy Lewis,1999-00,22,UTA,NBA,SG,74,0,12.1,1.5,4.0,.372,0.3,0.9,.365,1.2,3.2,.374,.411,0.5,0.7,.731,0.6,0.9,1.5,0.5,0.3,0.2,0.6,2.1,3.8
2408,Ralph Lewis,1987-88,24,DET,NBA,SG,50,0,6.2,0.5,1.7,.310,0.0,0.0,.000,0.5,1.7,.314,.310,0.6,1.0,.604,0.3,0.7,1.0,0.3,0.3,0.1,0.4,0.7,1.7
2409,Rashard Lewis,1998-99,19,SEA,NBA,SF,20,7,7.3,1.0,2.6,.365,0.1,0.3,.167,0.9,2.3,.391,.375,0.4,0.7,.571,0.7,0.6,1.3,0.2,0.4,0.1,1.0,1.0,2.4
2410,Reggie Lewis,1987-88,22,BOS,NBA,SG,49,0,8.3,1.8,3.9,.466,0.0,0.1,.000,1.8,3.9,.476,.466,0.8,1.2,.702,0.6,0.7,1.3,0.5,0.3,0.3,0.6,1.1,4.5
2411,Marcus Liberty,1990-91,22,DEN,NBA,SF,76,18,15.4,2.8,6.8,.421,0.2,0.8,.298,2.6,6.0,.436,.438,0.8,1.2,.630,1.5,1.4,2.9,0.8,0.6,0.3,0.9,2.0,6.7
2412,Todd Lichti,1989-90,23,DEN,NBA,SG,79,4,16.8,3.2,6.5,.486,0.0,0.2,.000,3.2,6.3,.500,.486,1.6,2.2,.747,0.6,1.3,1.9,1.5,0.7,0.2,1.2,1.8,8.0
2414,DeAndre Liggins,2011-12,23,ORL,NBA,SF,17,0,6.8,0.7,1.5,.480,0.0,0.2,.000,0.7,1.2,.571,.480,0.5,1.1,.474,0.4,0.5,0.9,0.3,0.4,0.0,0.6,0.4,1.9
2416,Goose Ligon,1967-68,23,KEN,ABA,PF,78,,35.9,5.5,12.1,.454,0.0,0.1,.250,5.5,12.0,.455,.455,5.2,7.6,.681,4.7,7.2,11.9,1.8,,,2.4,3.9,16.2
2417,Damian Lillard,2012-13,22,POR,NBA,PG,82,82,38.6,6.7,15.7,.429,2.3,6.1,.368,4.5,9.6,.469,.501,3.3,3.9,.844,0.5,2.6,3.1,6.5,0.9,0.2,3.0,2.1,19.0
2418,Jeremy Lin,2010-11,22,GSW,NBA,PG,29,0,9.8,1.0,2.5,.389,0.0,0.2,.200,0.9,2.3,.403,.396,0.7,0.9,.760,0.4,0.8,1.2,1.4,1.1,0.3,0.6,1.1,2.6
2419,Steve Lingenfelter,1982-83,24,WSB,NBA,PF,7,0,7.6,0.6,0.9,.667,0.0,0.0,,0.6,0.9,.667,.667,0.0,0.6,.000,0.1,1.6,1.7,0.6,0.1,0.4,0.7,2.3,1.1
2420,Alton Lister,1981-82,23,MIL,NBA,C,80,23,14.8,1.9,3.6,.519,0.0,0.0,,1.9,3.6,.519,.519,0.8,1.5,.520,1.4,3.5,4.8,1.1,0.2,1.5,1.6,3.0,4.5
2422,Gene Littles,1969-70,26,CAR,ABA,PG,82,,34.5,5.0,10.0,.507,0.0,0.0,.000,5.0,9.9,.509,.507,2.4,3.1,.776,1.9,3.2,5.1,3.4,,,1.9,3.1,12.5
2423,Randy Livingston,1996-97,21,HOU,NBA,PG,64,0,15.3,1.6,3.6,.437,0.1,0.3,.409,1.4,3.2,.440,.456,0.7,1.0,.646,0.5,1.0,1.5,2.4,0.6,0.2,1.6,1.7,3.9
2424,Shaun Livingston,2004-05,19,LAC,NBA,PG,30,15,27.1,3.0,7.2,.414,0.0,0.1,.000,3.0,7.1,.418,.414,1.5,2.0,.746,0.7,2.2,3.0,5.0,1.1,0.4,2.5,2.7,7.4
2426,Horacio Llamas Grey,1996-97,23,PHO,NBA,C,20,2,5.1,0.8,1.4,.536,0.0,0.0,,0.8,1.4,.536,.536,0.2,0.4,.500,0.2,0.7,0.9,0.2,0.5,0.3,0.6,1.3,1.7
2430,Lewis Lloyd,1981-82,22,GSW,NBA,SG,16,0,5.9,1.6,2.8,.556,0.0,0.0,,1.6,2.8,.556,.556,0.4,0.7,.636,0.6,0.4,1.0,0.4,0.3,0.1,0.9,1.3,3.6
2431,Scott Lloyd,1976-77,24,MIL,NBA,C,69,,14.9,2.2,4.7,.472,,,,2.2,4.7,.472,.472,1.4,1.8,.754,1.2,1.9,3.0,0.5,0.3,0.2,,2.3,5.8
2434,Rob Lock,1988-89,22,LAC,NBA,PF,20,0,5.5,0.5,1.6,.281,0.0,0.0,,0.5,1.6,.281,.281,0.6,0.8,.800,0.7,0.9,1.6,0.2,0.2,0.2,0.7,0.8,1.5
