,Name,Year,blank,blank,League,blank,Games Played,Games Started,TotalMin,FGPer100Poss,FGAPer100Poss,FG%Per100Poss,3pPer100Poss,3PAPer100Poss,3p%Per100Poss,2pPer100Poss,2pAPer100Poss,2p%Per100Poss,FTPer100Poss,FTAPer100Poss,FT%Per100Poss,ORGPer100Poss,DRBPer100Poss,TotalRebPer100Poss,AstPer100Poss,StealPer100Poss,BlkPer100Poss,TOVPer100Poss,FoulsPer100Poss,PtsPer100Poss,blank,ORtg,DRtg
2536,Pete Maravich,Career,,,NBA,,432,4,15999,11.7,26.5,.441,0.5,0.7,.667,11.6,26.5,.441,6.4,7.8,.820,1.2,3.9,5.1,6.3,1.6,0.3,1.5,3.3,29.8,,96,102
2538,Devyn Marble,Career,,,NBA,,44,7,457,3.9,12.7,.304,1.3,6.0,.222,2.5,6.7,.377,1.7,4.4,.375,1.2,6.4,7.6,3.2,2.4,0.3,1.8,4.3,10.7,,80,107
2539,Roy Marble,Career,,,NBA,,29,0,194,4.6,18.1,.257,0.0,0.5,.000,4.6,17.5,.265,4.9,8.3,.594,4.6,3.6,8.3,3.1,1.8,0.8,4.4,4.4,14.2,,76,112
2540,Stephon Marbury,Career,,,NBA,,846,816,31891,9.5,21.9,.433,1.6,5.0,.325,7.9,16.9,.465,6.2,7.9,.784,1.0,3.2,4.1,10.7,1.7,0.2,4.2,3.3,26.8,,108,110
2541,Sarunas Marciulionis,Career,,,NBA,,363,30,8123,9.2,18.2,.505,0.7,2.0,.369,8.5,16.2,.522,8.0,10.4,.768,1.7,3.1,4.8,4.7,2.7,0.2,4.2,5.7,27.2,,113,111
2544,Shawn Marion,Career,,,NBA,,1163,1062,40097,9.4,19.3,.484,1.0,3.1,.331,8.3,16.3,.513,3.0,3.7,.810,3.5,9.5,13.0,2.8,2.3,1.6,2.2,3.3,22.7,,110,102
2545,Boban Marjanovic,Career,,,NBA,,113,5,997,11.5,20.2,.569,0.0,0.0,,11.5,20.2,.569,9.1,11.5,.788,7.2,12.7,19.9,2.3,1.2,2.1,3.4,5.8,32.0,,124,100
2546,Lauri Markkanen,Career,,,NBA,,56,56,1704,8.7,20.6,.425,3.4,9.7,.349,5.4,10.9,.492,3.0,3.5,.854,1.9,10.5,12.4,1.9,0.9,1.0,2.0,2.5,23.9,,104,110
2547,Damir Markota,Career,,,NBA,,30,0,170,5.8,15.9,.365,1.8,4.9,.375,4.0,11.0,.361,2.1,3.4,.636,3.4,6.1,9.5,1.8,0.9,0.3,4.6,6.7,15.6,,83,113
2548,Sean Marks,Career,,,NBA,,230,11,2275,6.2,13.7,.448,0.1,0.6,.200,6.0,13.2,.459,2.7,4.1,.665,3.8,8.2,11.9,1.2,0.8,2.1,2.8,8.1,15.2,,96,104
2552,Donny Marshall,Career,,,NBA,,119,0,919,5.4,16.7,.321,2.6,7.7,.336,2.8,9.0,.308,4.8,7.0,.681,2.4,5.1,7.5,2.2,2.3,0.3,2.8,6.6,18.1,,94,104
2553,Donyell Marshall,Career,,,NBA,,957,422,25027,8.6,19.7,.435,1.9,5.4,.350,6.7,14.3,.468,3.4,4.7,.731,4.0,9.4,13.4,2.7,1.7,1.8,2.7,4.6,22.5,,105,103
2554,Kendall Marshall,Career,,,NBA,,160,57,3083,5.1,12.7,.399,2.1,5.6,.370,3.0,7.1,.422,0.7,1.2,.611,0.4,3.7,4.1,12.5,1.7,0.2,4.6,2.9,12.9,,97,112
2555,Rawle Marshall,Career,,,NBA,,63,11,602,4.9,13.1,.376,0.4,1.8,.238,4.5,11.3,.398,4.7,6.5,.716,1.4,3.9,5.3,2.0,1.8,1.1,3.0,3.4,15.0,,92,107
2558,Bill Martin,Career,,,NBA,,84,0,860,9.3,20.7,.449,0.0,0.5,.000,9.3,20.2,.460,3.4,4.2,.813,2.9,4.6,7.5,3.2,1.7,0.5,4.1,7.1,22.0,,94,108
2559,Bob Martin,Career,,,NBA,,54,1,549,3.6,8.2,.441,0.0,0.0,,3.6,8.2,.441,2.7,4.5,.608,3.3,7.1,10.5,1.6,0.7,3.0,2.5,9.5,9.9,,95,108
2560,Brian Martin,Career,,,NBA,,8,0,21,6.7,15.7,.429,0.0,0.0,,6.7,15.7,.429,0.0,4.5,.000,2.2,6.7,9.0,0.0,0.0,2.2,4.5,15.7,13.4,,66,109
2561,Cartier Martin,Career,,,NBA,,243,15,3351,6.6,16.8,.392,3.3,9.0,.372,3.2,7.8,.414,2.3,3.2,.729,1.3,5.7,7.1,1.9,1.5,0.4,2.0,4.9,18.8,,101,108
2562,Cuonzo Martin,Career,,,NBA,,7,0,32,5.0,19.9,.250,5.0,8.3,.600,0.0,11.6,.000,0.0,3.3,.000,3.3,1.7,5.0,5.0,1.7,0.0,3.3,3.3,14.9,,71,113
2563,Darrick Martin,Career,,,NBA,,514,178,9165,6.7,17.6,.382,2.0,5.8,.340,4.7,11.8,.402,4.6,5.4,.843,0.6,2.8,3.3,8.4,1.9,0.1,3.6,5.1,20.0,,103,112
2566,Fernando Martin,Career,,,NBA,,24,0,146,2.8,9.7,.290,0.0,0.3,.000,2.8,9.4,.300,1.3,3.4,.364,2.5,6.3,8.8,2.8,2.2,0.3,6.3,7.5,6.9,,56,108
2567,Jarell Martin,Career,,,NBA,,127,25,2159,6.4,14.5,.439,0.8,2.2,.359,5.6,12.3,.453,3.4,4.4,.780,3.7,7.6,11.3,1.7,1.4,1.3,2.7,7.5,17.0,,102,108
2568,Jeff Martin,Career,,,NBA,,143,49,2685,6.9,16.5,.417,0.5,1.9,.282,6.4,14.7,.434,2.9,4.1,.694,2.4,2.9,5.2,2.0,1.4,0.8,1.7,3.6,17.2,,100,111
2569,Kenyon Martin,Career,,,NBA,,757,667,23134,8.6,17.9,.483,0.1,0.6,.234,8.5,17.3,.492,3.4,5.3,.629,2.9,8.6,11.5,3.2,2.0,1.9,2.9,5.6,20.8,,101,101
2570,Kevin Martin,Career,,,NBA,,714,504,21559,9.1,20.8,.437,2.7,7.0,.384,6.4,13.8,.464,8.4,9.7,.870,0.9,4.4,5.4,3.2,1.5,0.2,2.8,3.2,29.3,,115,111
2572,Maurice Martin,Career,,,NBA,,69,0,422,7.9,21.0,.378,0.4,2.0,.211,7.5,19.0,.395,5.6,9.3,.598,2.7,4.3,7.0,5.3,2.0,1.0,4.6,7.4,21.9,,89,109
2576,Jamal Mashburn,Career,,,NBA,,611,584,22762,10.0,23.8,.418,1.8,5.2,.345,8.2,18.6,.439,5.4,7.1,.766,1.6,6.0,7.6,5.6,1.5,0.3,3.7,3.6,27.1,,103,106
2578,Anthony Mason,Career,,,NBA,,882,559,30605,6.2,12.1,.509,0.0,0.0,.167,6.2,12.1,.510,4.3,6.1,.709,3.3,9.3,12.6,5.1,1.1,0.4,2.7,4.1,16.7,,114,104
2579,Desmond Mason,Career,,,NBA,,643,385,19641,7.9,17.7,.449,0.2,0.7,.260,7.7,17.0,.456,5.0,6.7,.740,2.2,5.6,7.7,2.8,1.2,0.6,2.8,3.9,21.0,,102,109
2580,Frank Mason III,Career,,,NBA,,34,2,620,7.2,18.9,.384,1.5,3.8,.404,5.7,15.0,.378,4.5,5.7,.786,1.3,4.4,5.7,7.7,1.5,0.4,3.6,3.3,20.5,,99,115
2581,Roger Mason,Career,,,NBA,,518,103,9147,7.0,17.1,.408,3.5,9.0,.383,3.5,8.1,.435,1.8,2.0,.866,0.5,4.8,5.2,3.9,1.1,0.4,2.2,4.1,19.1,,105,110
2582,Tony Massenburg,Career,,,NBA,,683,233,12291,7.0,14.8,.470,0.0,0.0,.091,6.9,14.7,.471,4.1,5.8,.705,4.5,8.1,12.6,1.1,1.1,1.4,2.9,6.8,18.0,,102,108
2584,Mangok Mathiang,Career,,,NBA,,3,0,10,0.0,9.8,.000,0.0,0.0,,0.0,9.8,.000,0.0,0.0,,4.9,24.5,29.4,0.0,0.0,0.0,0.0,9.8,0.0,,38,105
2586,Wes Matthews,Career,,,NBA,,465,102,9305,7.5,15.7,.478,0.2,0.8,.225,7.3,14.9,.492,3.6,4.5,.788,0.9,2.3,3.2,10.1,2.3,0.4,5.0,5.0,18.8,,101,108
2587,Wesley Matthews,Career,,,NBA,,654,593,21463,7.5,17.5,.427,3.4,8.8,.383,4.1,8.7,.472,3.5,4.2,.828,0.8,4.1,5.0,3.5,1.8,0.3,2.1,3.5,21.8,,111,109
2589,Marlon Maxey,Career,,,NBA,,98,5,1146,8.1,14.9,.542,0.0,0.1,.000,8.1,14.8,.547,5.1,7.5,.685,6.3,9.9,16.1,1.0,1.2,2.3,3.5,8.4,21.3,,110,107
2590,Jason Maxiell,Career,,,NBA,,618,188,11379,6.6,13.4,.495,0.0,0.0,.000,6.6,13.3,.496,3.2,5.8,.564,5.0,7.2,12.2,1.3,1.1,2.3,2.3,5.7,16.5,,105,106
2591,Cedric Maxwell,Career,,,NBA,,835,537,23769,6.8,12.4,.546,0.0,0.0,.053,6.8,12.4,.547,7.1,9.0,.784,4.1,6.2,10.4,3.7,1.3,0.9,3.6,4.5,20.6,,118,106
2592,Vernon Maxwell,Career,,,NBA,,855,497,24309,8.2,20.5,.398,2.6,8.2,.320,5.5,12.3,.450,3.7,5.1,.733,0.8,3.8,4.6,6.0,2.0,0.3,3.4,3.7,22.6,,101,109
2594,Scott May,Career,,,NBA,,355,8,8029,8.5,18.4,.462,0.0,0.1,.000,8.5,18.3,.463,4.9,6.0,.811,3.0,5.6,8.6,3.6,1.7,0.3,2.5,4.7,21.8,,106,103
2595,Sean May,Career,,,NBA,,119,25,1868,9.0,19.8,.458,0.1,0.4,.231,9.0,19.4,.462,4.7,6.4,.746,4.3,9.1,13.4,3.2,1.5,1.3,3.7,6.6,22.9,,100,106
2596,Lee Mayberry,Career,,,NBA,,496,150,10337,4.8,11.5,.415,1.9,5.1,.377,2.9,6.5,.446,1.3,2.0,.659,0.7,2.5,3.2,8.9,1.8,0.2,3.0,4.4,12.8,,106,114
2598,Tharon Mayes,Career,,,NBA,,24,0,255,6.0,19.8,.303,3.0,8.2,.366,3.0,11.6,.259,4.8,7.2,.667,0.6,2.6,3.2,7.0,3.2,0.4,6.2,8.2,19.8,,83,109
2599,Bill Mayfield,Career,,,NBA,,7,,54,7.0,15.8,.444,0.0,0.0,,7.0,15.8,.444,0.9,1.8,.500,6.2,1.8,7.9,0.9,0.0,0.9,2.6,7.0,15.0,,98,115
2601,Eric Maynor,Career,,,NBA,,267,2,3896,5.8,14.9,.392,1.5,4.2,.350,4.4,10.7,.409,2.0,2.8,.721,0.9,3.7,4.6,10.1,1.5,0.3,3.7,3.9,15.1,,99,110
2602,O.J. Mayo,Career,,,NBA,,547,325,16919,8.6,20.1,.429,2.6,7.0,.373,6.0,13.1,.459,3.4,4.1,.820,0.9,4.4,5.2,4.9,1.7,0.4,3.5,3.8,23.2,,103,110
2603,Travis Mays,Career,,,NBA,,115,64,2964,7.3,17.8,.410,1.8,4.9,.362,5.5,12.9,.428,5.3,7.0,.749,1.3,2.7,4.0,5.5,1.7,0.2,3.6,3.9,21.6,,102,112
2605,Luc Mbah a Moute,Career,,,NBA,,665,452,15569,5.3,11.8,.453,0.6,1.9,.330,4.7,9.9,.477,2.6,3.9,.661,3.1,5.9,9.0,1.9,1.9,0.8,2.1,4.0,13.9,,103,106
2606,Bob McAdoo,Career,,,NBA,,772,1,25765,11.9,23.4,.503,0.0,0.2,.081,11.9,23.3,.504,6.4,8.5,.754,3.2,9.6,12.7,3.1,1.3,2.0,2.1,4.3,30.1,,104,100
2607,James Michael McAdoo,Career,,,NBA,,111,3,874,7.3,13.9,.528,0.3,0.9,.294,7.1,13.0,.545,3.5,6.5,.534,4.4,6.0,10.4,2.0,1.8,2.6,2.3,6.0,18.5,,110,103
2609,Ray McCallum,Career,,,NBA,,154,46,2808,6.7,16.5,.408,1.3,3.8,.335,5.5,12.7,.430,1.8,2.6,.711,1.4,4.1,5.5,6.6,1.4,0.5,2.7,3.4,16.6,,100,110
2610,Bob McCann,Career,,,NBA,,178,7,2385,6.4,13.3,.479,0.0,0.1,.200,6.3,13.2,.481,3.1,5.4,.577,3.3,6.7,10.1,2.2,1.7,1.7,2.9,7.5,15.9,,99,109
2612,Mel McCants,Career,,,NBA,,13,0,65,6.1,19.9,.308,0.0,0.0,,6.1,19.9,.308,4.6,6.1,.750,0.8,3.8,4.6,1.5,2.3,0.8,0.8,8.4,16.9,,88,107
2613,Rashad McCants,Career,,,NBA,,249,39,5037,9.7,22.4,.431,3.1,8.3,.368,6.6,14.1,.467,3.6,4.8,.741,1.2,4.1,5.3,3.5,1.9,0.6,3.8,6.1,25.9,,99,111
2615,Andre McCarter,Career,,,NBA,,103,,1182,6.6,15.3,.431,0.2,0.8,.250,6.5,14.9,.435,1.9,2.7,.725,1.2,2.4,3.7,6.7,1.4,0.0,0.9,3.9,15.2,,94,105
2619,Kelly McCarty,Career,,,NBA,,2,0,4,26.5,39.8,.667,0.0,0.0,,26.5,39.8,.667,0.0,0.0,,26.5,13.3,39.8,0.0,0.0,0.0,26.5,0.0,53.1,,81,110
2620,Walter McCarty,Career,,,NBA,,593,108,10374,5.5,13.9,.392,2.3,6.6,.346,3.2,7.3,.433,2.1,3.0,.698,2.0,5.7,7.8,3.3,1.9,0.9,2.6,6.0,15.3,,99,105
2621,Amal McCaskill,Career,,,NBA,,114,4,968,4.5,12.0,.377,0.0,0.2,.000,4.5,11.9,.382,2.4,3.9,.609,4.2,7.7,11.9,2.0,1.3,2.0,2.9,7.4,11.4,,87,102
2622,Patrick McCaw,Career,,,NBA,,122,26,1872,4.7,10.7,.437,1.5,4.8,.305,3.2,5.9,.543,1.2,1.6,.758,0.9,3.5,4.4,3.8,1.8,0.6,1.7,3.0,12.1,,105,109
2623,Dwayne McClain,Career,,,NBA,,45,4,461,7.1,18.6,.383,0.1,0.9,.111,7.0,17.7,.398,1.9,3.6,.514,1.4,1.7,3.1,6.9,3.9,0.4,4.1,6.3,16.2,,83,104
2624,Ted McClain,Career,,,TOT,,407,,9967,6.3,13.9,.449,0.2,0.9,.218,6.2,13.7,.457,3.1,4.0,.767,1.5,4.1,5.7,7.1,3.2,0.4,3.4,5.8,15.7,,98,100
2625,Dan McClintock,Career,,,NBA,,6,1,58,8.0,16.1,.500,0.0,0.0,,8.0,16.1,.500,0.0,4.5,.000,8.9,6.3,15.2,0.9,0.0,1.8,2.7,9.8,16.1,,94,109
2627,George McCloud,Career,,,NBA,,766,194,17429,7.3,18.0,.402,2.7,7.6,.358,4.5,10.5,.434,3.1,3.9,.810,1.9,4.9,6.9,5.2,1.7,0.6,3.1,4.8,20.3,,104,109
2628,C.J. McCollum,Career,,,NBA,,321,224,9223,11.2,24.6,.455,3.3,8.1,.414,7.9,16.6,.475,3.7,4.4,.847,0.9,4.1,5.0,4.9,1.5,0.5,3.1,3.6,29.5,,109,110
2631,T.J. McConnell,Career,,,NBA,,217,69,5077,5.9,12.6,.473,0.6,1.9,.340,5.3,10.7,.497,1.2,1.6,.773,1.1,5.4,6.5,11.0,2.9,0.3,3.8,3.4,13.7,,105,107
2632,Keith McCord,Career,,,NBA,,2,,9,10.4,20.8,.500,0.0,0.0,,10.4,20.8,.500,0.0,0.0,,5.2,5.2,10.4,5.2,0.0,0.0,10.4,0.0,20.8,,76,108
2633,Tim McCormick,Career,,,NBA,,483,210,10390,7.3,13.6,.535,0.0,0.1,.063,7.3,13.5,.537,4.4,6.2,.703,3.6,7.5,11.1,2.3,0.7,0.9,2.9,5.9,18.9,,111,109
2634,Jelani McCoy,Career,,,NBA,,260,72,3824,7.0,13.0,.539,0.0,0.0,,7.0,13.0,.539,2.5,5.1,.490,3.9,8.8,12.7,1.9,1.0,2.7,3.4,7.2,16.5,,99,104
2636,Chris McCray,Career,,,NBA,,5,0,12,0.0,13.0,.000,0.0,0.0,,0.0,13.0,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,8.7,4.3,0.0,,0,120
2637,Rodney McCray,Career,,,NBA,,768,629,24876,6.8,13.6,.503,0.1,0.4,.260,6.7,13.2,.510,3.7,4.9,.761,3.2,6.7,9.9,5.3,1.1,1.0,2.8,3.4,17.5,,113,109
2638,Scooter McCray,Career,,,NBA,,77,8,892,4.5,10.5,.423,0.0,0.0,,4.5,10.5,.423,3.1,5.1,.611,3.8,6.4,10.2,4.0,1.1,1.4,3.7,6.1,12.0,,93,108
2639,Erik McCree,Career,,,NBA,,2,0,3,0.0,16.8,.000,0.0,0.0,,0.0,16.8,.000,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0,115
2640,Chris McCullough,Career,,,NBA,,59,4,532,7.3,17.1,.426,1.4,4.6,.306,5.9,12.5,.470,2.2,3.9,.548,3.8,6.6,10.5,1.4,2.8,1.8,1.9,5.1,18.2,,99,107
2641,John McCullough,Career,,,NBA,,8,0,23,18.9,27.3,.692,0.0,0.0,,18.9,27.3,.692,6.3,10.5,.600,2.1,6.3,8.4,6.3,4.2,0.0,6.3,6.3,44.0,,115,99
2642,Clint McDaniel,Career,,,NBA,,12,0,71,5.8,16.6,.348,1.4,4.3,.333,4.3,12.3,.353,8.7,11.6,.750,2.2,5.1,7.2,5.1,3.6,0.0,1.4,7.2,21.7,,116,107
2643,Xavier McDaniel,Career,,,NBA,,870,529,25201,11.1,22.9,.485,0.1,0.6,.261,11.0,22.3,.491,4.3,6.0,.718,4.1,6.3,10.4,3.5,1.5,0.8,3.7,5.0,26.6,,106,108
2644,Jim McDaniels,Career,,,TOT,,133,,1740,7.3,17.4,.466,0.0,0.0,,7.3,17.4,.466,2.4,3.2,.720,4.2,8.9,13.1,2.7,0.6,2.0,2.3,6.8,16.9,,94,100
2645,K.J. McDaniels,Career,,,NBA,,148,16,2092,6.6,15.9,.412,1.7,5.7,.290,4.9,10.2,.479,3.7,4.7,.776,2.3,5.4,7.7,2.2,1.7,2.2,3.6,4.8,18.5,,95,107
2646,Doug McDermott,Career,,,NBA,,246,11,5038,7.3,16.2,.449,2.7,6.7,.399,4.6,9.5,.484,2.0,2.4,.816,1.0,4.7,5.7,1.8,0.4,0.2,1.5,3.2,19.2,,110,112
2647,Ben McDonald,Career,,,NBA,,176,75,3692,5.9,12.6,.468,0.1,0.6,.227,5.8,12.1,.479,1.6,2.2,.727,2.7,4.5,7.3,3.0,1.0,0.2,1.9,6.2,13.6,,105,114
2649,Michael McDonald,Career,,,NBA,,1,0,4,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,13.4,0.0,13.4,0.0,0.0,0.0,26.8,13.4,0.0,,27,114
2651,Hank McDowell,Career,,,NBA,,206,1,1857,5.8,12.9,.451,0.0,0.2,.000,5.8,12.7,.457,3.6,5.1,.710,4.7,7.1,11.8,2.5,0.9,0.7,3.3,7.0,15.3,,102,109
2652,Antonio McDyess,Career,,,NBA,,1015,645,28053,9.5,19.2,.497,0.0,0.1,.117,9.5,19.1,.499,4.0,6.0,.670,4.7,9.8,14.4,2.5,1.5,2.1,3.1,5.8,23.1,,106,103
2653,Jim McElroy,Career,,,NBA,,418,17,10178,7.3,15.5,.468,0.1,0.6,.206,7.2,15.3,.471,3.7,4.9,.764,1.1,2.6,3.6,6.5,1.7,0.6,2.7,3.2,18.3,,100,106
2654,Patrick McFarland,Career,,,ABA,,148,,1977,9.6,20.9,.458,0.3,1.0,.262,9.3,19.9,.468,2.5,3.2,.771,2.6,4.3,6.9,5.1,1.8,0.3,4.1,3.4,21.9,,98,105
2655,Ivan McFarlin,Career,,,NBA,,11,0,41,6.5,16.8,.385,0.0,1.3,.000,6.5,15.5,.417,6.5,9.0,.714,9.0,5.2,14.2,1.3,0.0,0.0,1.3,10.3,19.4,,112,112
2657,Mitch McGary,Career,,,NBA,,52,2,557,8.9,16.9,.527,0.0,0.5,.000,8.9,16.4,.544,2.6,4.5,.580,5.1,11.3,16.5,1.5,1.5,1.6,3.4,7.4,20.4,,104,102
2658,JaVale McGee,Career,,,NBA,,540,179,9117,9.6,17.2,.557,0.0,0.1,.067,9.6,17.1,.560,3.5,6.0,.581,5.4,9.1,14.4,1.0,1.1,4.6,2.8,6.3,22.7,,110,104
2659,Mike McGee,Career,,,NBA,,520,136,9271,10.7,21.9,.487,1.6,4.4,.354,9.1,17.5,.521,2.5,4.2,.597,2.8,2.9,5.7,3.2,1.9,0.3,3.2,5.2,25.4,,106,110
2661,George McGinnis,Career,,,TOT,,687,4,22653,10.2,22.5,.458,0.3,1.2,.273,10.0,22.1,.462,6.7,10.1,.664,4.9,10.2,15.1,5.5,2.6,0.7,4.2,5.3,27.2,,100,98
2663,Tracy McGrady,Career,,,NBA,,938,703,30658,11.5,26.5,.435,1.9,5.5,.338,9.7,21.0,.461,6.7,8.9,.746,2.2,6.8,9.1,7.1,2.0,1.4,3.5,2.9,31.6,,108,104
2666,Rodney McGruder,Career,,,NBA,,80,65,2000,4.9,11.8,.415,1.9,5.7,.336,3.0,6.1,.488,1.1,1.8,.620,2.4,4.1,6.5,3.2,1.2,0.5,1.4,3.6,12.9,,109,110
2670,Dominic McGuire,Career,,,NBA,,342,84,5348,3.8,9.2,.419,0.0,0.2,.188,3.8,9.0,.423,1.6,2.4,.658,3.4,8.1,11.5,4.2,1.5,1.8,2.4,4.9,9.3,,98,109
2671,Kevin McHale,Career,,,NBA,,971,400,30118,10.9,19.8,.554,0.1,0.3,.261,10.9,19.5,.558,5.8,7.3,.798,3.8,7.6,11.4,2.7,0.6,2.7,3.0,4.4,27.8,,118,106
2673,Jim McIlvaine,Career,,,NBA,,401,214,5927,3.7,8.4,.446,0.0,0.1,.100,3.7,8.3,.450,2.0,3.6,.551,4.2,6.7,11.0,0.9,1.2,6.1,2.0,9.3,9.5,,99,102
2674,Jeff McInnis,Career,,,NBA,,576,334,15927,7.3,17.0,.431,1.0,3.1,.328,6.3,13.9,.454,2.4,3.0,.796,0.8,3.1,3.9,8.4,1.2,0.1,2.6,4.0,18.1,,106,110
2678,Kevin McKenna,Career,,,NBA,,243,26,3460,6.8,16.5,.414,1.4,3.9,.367,5.4,12.7,.428,3.0,3.7,.819,1.4,2.9,4.3,4.7,2.5,0.3,2.8,6.7,18.1,,101,109
2679,Forrest McKenzie,Career,,,NBA,,6,0,42,7.9,31.5,.250,1.1,2.2,.500,6.7,29.2,.231,2.2,2.2,1.000,2.2,5.6,7.9,1.1,1.1,0.0,3.4,10.1,19.1,,67,113
2681,Derrick McKey,Career,,,NBA,,937,639,27229,7.3,15.1,.486,0.4,1.2,.316,7.0,13.9,.500,4.2,5.4,.779,2.8,5.4,8.2,4.2,2.0,1.1,3.2,5.1,19.3,,110,107
2682,Aaron McKie,Career,,,NBA,,793,287,19156,6.3,14.3,.438,1.1,3.1,.350,5.2,11.2,.461,2.6,3.4,.779,1.3,5.8,7.1,5.9,2.5,0.5,2.9,4.4,16.2,,104,102
2683,Billy McKinney,Career,,,NBA,,476,65,9189,7.6,15.5,.493,0.0,0.3,.063,7.6,15.2,.499,3.5,4.3,.820,0.7,2.7,3.3,8.1,1.7,0.2,3.1,4.2,18.7,,109,111
2685,Carlton McKinney,Career,,,NBA,,9,0,113,4.3,17.7,.244,0.0,0.4,.000,4.3,17.2,.250,0.9,1.7,.500,1.7,3.9,5.6,3.0,2.6,0.4,3.0,6.9,9.5,,61,108
2686,Trey McKinney-Jones,Career,,,NBA,,1,0,1,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,118
2687,Alfonzo McKinnie,Career,,,NBA,,12,0,48,7.2,13.3,.538,3.1,8.2,.375,4.1,5.1,.800,2.0,3.1,.667,0.0,6.1,6.1,1.0,1.0,1.0,3.1,7.2,19.4,,106,107
2688,Ben McLemore,Career,,,NBA,,332,224,8134,6.7,16.1,.415,2.5,7.0,.350,4.2,9.0,.467,2.6,3.3,.785,0.9,4.1,5.1,2.4,1.4,0.4,2.7,4.7,18.4,,99,112
2691,Keith McLeod,Career,,,NBA,,200,88,3723,5.2,14.6,.357,0.8,3.0,.282,4.4,11.6,.376,4.6,5.7,.800,0.6,3.3,3.9,7.7,2.1,0.4,3.6,5.2,15.9,,96,109
2692,Roshown McLeod,Career,,,NBA,,113,45,2130,8.4,20.5,.409,0.1,1.1,.111,8.3,19.4,.426,3.4,4.1,.819,2.3,5.4,7.6,3.1,1.0,0.3,3.5,4.9,20.3,,92,108
2694,Nate McMillan,Career,,,NBA,,796,373,20462,4.4,10.0,.443,0.7,2.1,.343,3.7,7.9,.470,1.9,2.9,.650,2.2,5.6,7.8,11.9,3.7,0.9,3.6,5.8,11.5,,109,104
2695,Tom McMillen,Career,,,NBA,,729,54,14770,7.8,16.2,.483,0.0,0.1,.120,7.8,16.1,.484,3.5,4.3,.806,3.1,6.3,9.4,2.5,0.6,0.6,2.2,5.6,19.1,,106,105
2700,Mark McNamara,Career,,,NBA,,278,25,2707,6.3,12.3,.512,0.0,0.0,,6.3,12.3,.512,4.5,8.1,.548,6.0,8.4,14.4,1.3,0.6,0.7,3.9,6.5,17.1,,102,110
2702,Jerel McNeal,Career,,,NBA,,6,0,36,4.2,15.2,.273,1.4,2.8,.500,2.8,12.5,.222,2.8,2.8,1.000,0.0,4.2,4.2,2.8,4.2,1.4,6.9,6.9,12.5,,61,102
2703,Chris McNealy,Career,,,NBA,,108,22,1864,4.7,10.4,.456,0.0,0.0,,4.7,10.4,.456,2.7,4.1,.658,4.2,8.7,12.9,2.9,2.3,0.8,3.0,7.2,12.2,,99,105
2707,Paul McPherson,Career,,,NBA,,55,0,595,9.4,18.6,.505,0.2,1.0,.167,9.2,17.6,.525,3.6,5.0,.724,3.4,3.4,6.8,3.3,2.2,0.3,4.1,6.9,22.6,,100,105
2708,Roy McPipe,Career,,,ABA,,5,,44,8.9,26.7,.333,2.2,4.5,.500,6.7,22.3,.300,3.3,4.5,.750,2.2,3.3,5.6,1.1,1.1,0.0,11.1,5.6,23.4,,65,108
2709,Cozell McQueen,Career,,,NBA,,3,0,7,20.4,20.4,1.000,0.0,0.0,,20.4,20.4,1.000,0.0,0.0,,20.4,33.9,54.3,0.0,0.0,6.8,0.0,6.8,40.7,,201,85
2710,Jordan McRae,Career,,,NBA,,59,5,579,7.9,19.7,.404,2.4,6.3,.384,5.5,13.4,.413,4.1,5.4,.774,0.9,4.4,5.3,3.8,1.0,0.6,2.5,4.1,22.5,,102,112
2712,Josh McRoberts,Career,,,NBA,,433,179,8271,5.7,12.3,.463,1.2,3.6,.340,4.5,8.7,.514,1.9,2.7,.705,2.9,7.6,10.5,5.6,1.4,1.2,2.4,5.1,14.5,,110,106
2715,Stanislav Medvedenko,Career,,,NBA,,263,58,3340,9.2,20.5,.450,0.0,0.2,.154,9.2,20.3,.453,3.2,4.4,.740,5.2,6.4,11.6,2.1,1.4,0.7,2.5,8.1,21.7,,102,105
2716,Darnell Mee,Career,,,NBA,,40,0,293,4.9,15.9,.312,1.0,4.6,.222,3.9,11.3,.348,2.0,4.6,.444,2.9,3.2,6.1,3.1,2.7,2.2,3.1,5.8,13.0,,80,102
2717,Jodie Meeks,Career,,,NBA,,514,204,11763,7.0,16.6,.418,3.2,8.7,.371,3.7,7.9,.469,3.7,4.3,.880,0.6,4.0,4.7,2.4,1.8,0.2,1.7,2.7,20.9,,110,109
2719,Scott Meents,Career,,,NBA,,39,0,201,6.5,18.0,.361,0.2,0.2,1.000,6.2,17.7,.352,4.7,6.7,.704,2.5,7.5,10.0,3.7,2.7,1.7,3.7,4.2,18.0,,92,106
2723,Salah Mejri,Career,,,NBA,,162,18,1961,5.7,8.8,.642,0.0,0.2,.143,5.6,8.6,.653,2.5,4.3,.582,5.6,11.6,17.3,1.4,1.6,4.2,2.6,8.3,13.9,,120,101
